CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
1;LC;85387;C;6;Rosa;457;0;0
2;LC;87507;B;6;Rosa;457;0;0
3;LC;13652;E;7;Rosa;457;0;0
4;LC;95804;D;8;Rosa;457;0;0
5;LC;87035;B;5;Rosa;457;0;0
1;LC;84836;B;5;Rosa;457;1;0
2;LC;59531;B;7;Rosa;457;1;0
3;LC;55925;D;6;Rosa;457;1;0
4;LC;32893;C;5;Rosa;457;1;0
5;LC;88480;B;5;Rosa;457;1;0
6;LC;25943;E;11;Rosa;457;;0
7;LC;68242;C;23;Rosa;457;;0
8;LC;112143;A;21;Rosa;457;;0
9;LC;89487;D;4;Rosa;457;;0
10;LC;112076;B;17;Rosa;457;;0
11;LC;112092;B;27;Rosa;457;;0
12;LC;111948;B;20;Rosa;457;;0
13;LC;24007;E;15;Rosa;457;;0
14;LC;112113;C;21;Rosa;457;;0
15;LC;64063;B;18;Rosa;457;;0
16;LC;112054;E;2;Rosa;457;;0
17;LC;97416;A;28;Rosa;457;;0
18;LC;112041;E;21;Rosa;457;;0
19;LC;89028;C;15;Rosa;457;;0
20;LC;97968;A;17;Rosa;457;;0
21;LC;112018;B;12;Rosa;457;;0
22;LC;78076;D;19;Rosa;457;;0
23;LC;111970;A;19;Rosa;457;;0
24;LC;23230;D;14;Rosa;457;;0
25;LC;96758;A;17;Rosa;457;;0
26;LC;83517;C;18;Rosa;457;;0
27;LC;89331;D;24;Rosa;457;;0
28;LC;112150;B;14;Rosa;457;;0
29;LC;112101;A;17;Rosa;457;;0
30;LC;82889;B;22;Rosa;457;;0
31;LC;111829;C;24;Rosa;457;;0
32;LC;111931;E;25;Rosa;457;;0
33;LC;97995;C;26;Rosa;457;;0
34;LC;112051;B;28;Rosa;457;;0
35;LC;9065;B;10;Rosa;457;;0
36;LC;111896;E;3;Rosa;457;;0
37;LC;24528;D;16;Rosa;457;;0
38;LC;8562;A;9;Rosa;457;;0
39;LC;111884;D;29;Rosa;457;;0
40;LC;112053;A;30;Rosa;457;;0
41;LC;23615;B;14;Rosa;457;;0
42;LC;76800;E;1;Rosa;457;;0
43;LC;23744;C;12;Rosa;457;;0
44;LC;6818;E;16;Rosa;457;;0
45;LC;112066;D;9;Rosa;457;;0
1;LC;87035;B;5;Branca;458;0;0
2;LC;85387;C;6;Branca;458;0;0
3;LC;95804;D;8;Branca;458;0;0
4;LC;13652;E;7;Branca;458;0;0
5;LC;87507;B;6;Branca;458;0;0
1;LC;55925;D;6;Branca;458;1;0
2;LC;88480;B;5;Branca;458;1;0
3;LC;32893;C;5;Branca;458;1;0
4;LC;84836;B;5;Branca;458;1;0
5;LC;59531;B;7;Branca;458;1;0
6;LC;96758;A;17;Branca;458;;0
7;LC;83517;C;18;Branca;458;;0
8;LC;89331;D;24;Branca;458;;0
9;LC;112113;C;21;Branca;458;;0
10;LC;64063;B;18;Branca;458;;0
11;LC;112054;E;2;Branca;458;;0
12;LC;97416;A;28;Branca;458;;0
13;LC;112041;E;21;Branca;458;;0
14;LC;89028;C;15;Branca;458;;0
15;LC;112150;B;14;Branca;458;;0
16;LC;112101;A;17;Branca;458;;0
17;LC;82889;B;22;Branca;458;;0
18;LC;111970;A;19;Branca;458;;0
19;LC;23230;D;14;Branca;458;;0
20;LC;112092;B;27;Branca;458;;0
21;LC;111948;B;20;Branca;458;;0
22;LC;24007;E;15;Branca;458;;0
23;LC;111829;C;24;Branca;458;;0
24;LC;111931;E;25;Branca;458;;0
25;LC;97995;C;26;Branca;458;;0
26;LC;112051;B;28;Branca;458;;0
27;LC;89487;D;4;Branca;458;;0
28;LC;112076;B;17;Branca;458;;0
29;LC;23615;B;14;Branca;458;;0
30;LC;76800;E;1;Branca;458;;0
31;LC;97968;A;17;Branca;458;;0
32;LC;112018;B;12;Branca;458;;0
33;LC;78076;D;19;Branca;458;;0
34;LC;8562;A;9;Branca;458;;0
35;LC;111884;D;29;Branca;458;;0
36;LC;112053;A;30;Branca;458;;0
37;LC;23744;C;12;Branca;458;;0
38;LC;6818;E;16;Branca;458;;0
39;LC;112066;D;9;Branca;458;;0
40;LC;25943;E;11;Branca;458;;0
41;LC;68242;C;23;Branca;458;;0
42;LC;112143;A;21;Branca;458;;0
43;LC;9065;B;10;Branca;458;;0
44;LC;111896;E;3;Branca;458;;0
45;LC;24528;D;16;Branca;458;;0
1;LC;87507;B;6;Amarela;456;0;0
2;LC;87035;B;5;Amarela;456;0;0
3;LC;13652;E;7;Amarela;456;0;0
4;LC;95804;D;8;Amarela;456;0;0
5;LC;85387;C;6;Amarela;456;0;0
1;LC;32893;C;5;Amarela;456;1;0
2;LC;59531;B;7;Amarela;456;1;0
3;LC;84836;B;5;Amarela;456;1;0
4;LC;55925;D;6;Amarela;456;1;0
5;LC;88480;B;5;Amarela;456;1;0
6;LC;112092;B;27;Amarela;456;;0
7;LC;111948;B;20;Amarela;456;;0
8;LC;24007;E;15;Amarela;456;;0
9;LC;111970;A;19;Amarela;456;;0
10;LC;23230;D;14;Amarela;456;;0
11;LC;25943;E;11;Amarela;456;;0
12;LC;68242;C;23;Amarela;456;;0
13;LC;112143;A;21;Amarela;456;;0
14;LC;23744;C;12;Amarela;456;;0
15;LC;6818;E;16;Amarela;456;;0
16;LC;112066;D;9;Amarela;456;;0
17;LC;23615;B;14;Amarela;456;;0
18;LC;76800;E;1;Amarela;456;;0
19;LC;8562;A;9;Amarela;456;;0
20;LC;111884;D;29;Amarela;456;;0
21;LC;112053;A;30;Amarela;456;;0
22;LC;9065;B;10;Amarela;456;;0
23;LC;111896;E;3;Amarela;456;;0
24;LC;24528;D;16;Amarela;456;;0
25;LC;112150;B;14;Amarela;456;;0
26;LC;112101;A;17;Amarela;456;;0
27;LC;82889;B;22;Amarela;456;;0
28;LC;97416;A;28;Amarela;456;;0
29;LC;112041;E;21;Amarela;456;;0
30;LC;89028;C;15;Amarela;456;;0
31;LC;112113;C;21;Amarela;456;;0
32;LC;64063;B;18;Amarela;456;;0
33;LC;112054;E;2;Amarela;456;;0
34;LC;97968;A;17;Amarela;456;;0
35;LC;112018;B;12;Amarela;456;;0
36;LC;78076;D;19;Amarela;456;;0
37;LC;89487;D;4;Amarela;456;;0
38;LC;112076;B;17;Amarela;456;;0
39;LC;96758;A;17;Amarela;456;;0
40;LC;83517;C;18;Amarela;456;;0
41;LC;89331;D;24;Amarela;456;;0
42;LC;111829;C;24;Amarela;456;;0
43;LC;111931;E;25;Amarela;456;;0
44;LC;97995;C;26;Amarela;456;;0
45;LC;112051;B;28;Amarela;456;;0
1;LC;87035;B;5;Azul;455;0;0
2;LC;87507;B;6;Azul;455;0;0
3;LC;95804;D;8;Azul;455;0;0
4;LC;13652;E;7;Azul;455;0;0
5;LC;85387;C;6;Azul;455;0;0
1;LC;84836;B;5;Azul;455;1;0
2;LC;88480;B;5;Azul;455;1;0
3;LC;32893;C;5;Azul;455;1;0
4;LC;55925;D;6;Azul;455;1;0
5;LC;59531;B;7;Azul;455;1;0
6;LC;111829;C;24;Azul;455;;0
7;LC;111931;E;25;Azul;455;;0
8;LC;97995;C;26;Azul;455;;0
9;LC;112051;B;28;Azul;455;;0
10;LC;97968;A;17;Azul;455;;0
11;LC;112018;B;12;Azul;455;;0
12;LC;78076;D;19;Azul;455;;0
13;LC;9065;B;10;Azul;455;;0
14;LC;111896;E;3;Azul;455;;0
15;LC;24528;D;16;Azul;455;;0
16;LC;96758;A;17;Azul;455;;0
17;LC;83517;C;18;Azul;455;;0
18;LC;89331;D;24;Azul;455;;0
19;LC;89487;D;4;Azul;455;;0
20;LC;112076;B;17;Azul;455;;0
21;LC;112092;B;27;Azul;455;;0
22;LC;111948;B;20;Azul;455;;0
23;LC;24007;E;15;Azul;455;;0
24;LC;111970;A;19;Azul;455;;0
25;LC;23230;D;14;Azul;455;;0
26;LC;25943;E;11;Azul;455;;0
27;LC;68242;C;23;Azul;455;;0
28;LC;112143;A;21;Azul;455;;0
29;LC;23744;C;12;Azul;455;;0
30;LC;6818;E;16;Azul;455;;0
